"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"INFY","EQ","03-Feb-2022","       1787.10","       1779.00","       1779.00","       1734.00","       1736.30","       1738.55","       1755.15","    3832922","          6727366646.30","     183506"
"INFY","EQ","04-Feb-2022","       1738.55","       1732.00","       1753.95","       1710.15","       1740.00","       1741.10","       1736.20","    4700077","          8160294996.20","     193857"
"INFY","EQ","07-Feb-2022","       1741.10","       1722.20","       1732.00","       1695.40","       1713.00","       1715.00","       1714.37","    4310209","          7389275044.25","     254813"
"INFY","EQ","08-Feb-2022","       1715.00","       1710.00","       1725.00","       1696.00","       1708.60","       1717.30","       1712.06","    6053401","         10363805939.55","     222044"
"INFY","EQ","09-Feb-2022","       1717.30","       1735.00","       1743.00","       1725.00","       1739.00","       1737.30","       1736.09","    3867244","          6713900255.40","     178730"
"INFY","EQ","10-Feb-2022","       1737.30","       1755.65","       1773.90","       1748.75","       1771.60","       1769.60","       1760.55","    4334630","          7631331627.45","     206904"
"INFY","EQ","11-Feb-2022","       1769.60","       1740.00","       1745.95","       1713.00","       1719.65","       1721.35","       1720.68","    7551371","         12993527942.15","     430200"
"INFY","EQ","14-Feb-2022","       1721.35","       1690.00","       1718.55","       1678.25","       1684.00","       1682.20","       1698.58","    7459637","         12670785135.65","     280769"
"INFY","EQ","15-Feb-2022","       1682.20","       1699.00","       1746.75","       1690.45","       1742.30","       1738.25","       1721.75","    4669915","          8040412171.15","     188794"
"INFY","EQ","16-Feb-2022","       1738.25","       1738.25","       1755.45","       1726.85","       1731.50","       1733.30","       1740.74","    5350642","          9314065942.90","     162198"
"INFY","EQ","17-Feb-2022","       1733.30","       1744.00","       1749.00","       1720.30","       1723.70","       1724.80","       1731.45","    3937950","          6818374503.70","     110732"
"INFY","EQ","18-Feb-2022","       1724.80","       1710.00","       1722.50","       1703.50","       1705.95","       1706.95","       1711.87","    5602215","          9590289595.60","     159019"
"INFY","EQ","21-Feb-2022","       1706.95","       1701.00","       1737.30","       1691.50","       1729.50","       1730.70","       1718.04","    5120890","          8797869134.30","     205567"
"INFY","EQ","22-Feb-2022","       1730.70","       1699.90","       1751.00","       1691.05","       1733.00","       1734.35","       1721.17","    8878515","         15281431404.90","     227885"
"INFY","EQ","23-Feb-2022","       1734.35","       1750.00","       1758.25","       1733.40","       1742.80","       1742.85","       1742.56","    5478811","          9547154732.20","     191067"
"INFY","EQ","24-Feb-2022","       1742.85","       1690.10","       1714.95","       1670.50","       1674.80","       1678.15","       1689.92","   13592379","         22970021733.65","     376409"
"INFY","EQ","25-Feb-2022","       1678.15","       1715.00","       1728.15","       1677.00","       1696.00","       1694.60","       1698.96","    9737281","         16543242534.40","     305050"
"INFY","EQ","28-Feb-2022","       1694.60","       1682.20","       1728.05","       1665.00","       1719.00","       1715.60","       1709.44","   15076542","         25772414334.90","     330427"
"INFY","EQ","02-Mar-2022","       1715.60","       1710.00","       1714.40","       1691.00","       1702.55","       1702.80","       1703.13","    6771489","         11532701358.80","     301403"
"INFY","EQ","03-Mar-2022","       1702.80","       1720.20","       1733.90","       1705.55","       1721.75","       1720.85","       1722.78","    7344147","         12652331996.15","     262571"
"INFY","EQ","04-Mar-2022","       1720.85","       1695.25","       1736.00","       1681.00","       1721.90","       1723.30","       1714.49","    9074499","         15558102517.75","     317226"
"INFY","EQ","07-Mar-2022","       1723.30","       1697.00","       1751.00","       1696.00","       1740.00","       1739.85","       1734.13","    9742588","         16894926797.50","     317768"
"INFY","EQ","08-Mar-2022","       1739.85","       1718.45","       1800.00","       1718.45","       1775.20","       1778.20","       1771.93","   10984500","         19463755936.50","     320286"
"INFY","EQ","09-Mar-2022","       1778.20","       1791.00","       1831.60","       1791.00","       1817.80","       1813.35","       1818.64","   10193515","         18538320340.55","     290276"
"INFY","EQ","10-Mar-2022","       1813.35","       1844.75","       1844.75","       1810.20","       1822.10","       1825.90","       1823.68","    6547182","         11939977607.05","     195637"
"INFY","EQ","11-Mar-2022","       1825.90","       1814.00","       1831.40","       1811.00","       1823.30","       1822.00","       1822.73","    4758657","          8673758339.50","     148439"
"INFY","EQ","14-Mar-2022","       1822.00","       1831.55","       1895.00","       1831.55","       1891.00","       1890.70","       1872.10","   10289724","         19263377771.20","     271878"
"INFY","EQ","15-Mar-2022","       1890.70","       1888.35","       1888.35","       1830.00","       1838.00","       1839.30","       1852.89","    7140443","         13230484534.10","     224849"
"INFY","EQ","16-Mar-2022","       1839.30","       1865.00","       1893.95","       1849.00","       1889.00","       1889.40","       1874.83","    5233979","          9812820161.45","     154465"
"INFY","EQ","17-Mar-2022","       1889.40","       1923.30","       1923.30","       1833.05","       1869.60","       1854.60","       1869.74","   17731459","         33153300056.80","     251465"
"INFY","EQ","21-Mar-2022","       1854.60","       1861.00","       1886.90","       1841.10","       1854.95","       1853.05","       1858.70","    8362085","         15542599265.70","     171756"
"INFY","EQ","22-Mar-2022","       1853.05","       1850.00","       1890.00","       1839.00","       1887.00","       1887.40","       1873.62","    5709382","         10697206780.60","     202175"
"INFY","EQ","23-Mar-2022","       1887.40","       1897.00","       1900.00","       1857.00","       1869.45","       1872.40","       1878.22","    6192824","         11631503049.55","     161491"
"INFY","EQ","24-Mar-2022","       1872.40","       1856.15","       1894.60","       1856.15","       1881.85","       1886.70","       1883.95","    3784303","          7129425933.50","     114815"
"INFY","EQ","25-Mar-2022","       1886.70","       1892.00","       1894.00","       1858.00","       1878.00","       1876.55","       1874.13","    3438588","          6444362804.25","     130194"
"INFY","EQ","28-Mar-2022","       1876.55","       1866.00","       1880.90","       1852.65","       1870.65","       1873.90","       1867.81","    4008555","          7487212706.70","     131939"
"INFY","EQ","29-Mar-2022","       1873.90","       1873.90","       1889.40","       1860.55","       1887.90","       1886.00","       1875.61","    3917785","          7348234593.90","     115629"
"INFY","EQ","30-Mar-2022","       1886.00","       1910.00","       1919.00","       1895.00","       1899.75","       1903.95","       1906.67","    7795839","         14864126250.15","     178770"
"INFY","EQ","31-Mar-2022","       1903.95","       1900.00","       1913.00","       1894.20","       1908.20","       1906.85","       1904.15","    5399145","         10280780471.25","     131746"
"INFY","EQ","01-Apr-2022","       1906.85","       1886.85","       1910.30","       1878.30","       1906.80","       1903.55","       1894.62","    6171518","         11692698941.50","     154230"
"INFY","EQ","04-Apr-2022","       1903.55","       1889.75","       1893.00","       1873.00","       1882.00","       1882.95","       1884.52","    7364074","         13877776218.40","     287232"
"INFY","EQ","05-Apr-2022","       1882.95","       1883.80","       1889.60","       1857.15","       1860.50","       1861.10","       1871.26","    5472024","         10239606829.25","     203468"
"INFY","EQ","06-Apr-2022","       1861.10","       1855.00","       1857.50","       1822.15","       1830.00","       1828.85","       1835.98","    5407453","          9927969801.40","     208906"
"INFY","EQ","07-Apr-2022","       1828.85","       1821.05","       1828.15","       1807.55","       1816.00","       1811.00","       1816.28","    5797544","         10529983626.05","     236348"
"INFY","EQ","08-Apr-2022","       1811.00","       1823.00","       1838.00","       1808.00","       1820.05","       1814.60","       1821.62","    5131446","          9347538868.70","     171076"
"INFY","EQ","11-Apr-2022","       1814.60","       1814.00","       1814.00","       1762.55","       1769.80","       1766.55","       1775.12","    8248407","         14641918534.85","     374415"
"INFY","EQ","12-Apr-2022","       1766.55","       1757.50","       1757.50","       1727.75","       1737.90","       1742.45","       1741.39","    6456184","         11242708991.75","     268976"
"INFY","EQ","13-Apr-2022","       1742.45","       1754.95","       1757.50","       1732.00","       1751.00","       1748.55","       1747.21","    6257693","         10933526247.95","     223033"
"INFY","EQ","18-Apr-2022","       1748.55","       1605.50","       1650.00","       1590.00","       1622.30","       1621.40","       1625.94","   30523965","         49630097106.35","    1443330"
"INFY","EQ","19-Apr-2022","       1621.40","       1636.65","       1636.65","       1550.00","       1565.00","       1562.00","       1589.69","   17044923","         27096225126.20","     763964"
"INFY","EQ","20-Apr-2022","       1562.00","       1575.00","       1596.30","       1563.00","       1592.20","       1587.70","       1583.99","   10678747","         16915009921.65","     391296"
"INFY","EQ","21-Apr-2022","       1587.70","       1595.00","       1627.20","       1589.25","       1616.80","       1618.80","       1615.82","    7766514","         12549264894.20","     256268"
"INFY","EQ","22-Apr-2022","       1618.80","       1604.35","       1610.70","       1582.40","       1587.65","       1585.45","       1596.27","    8134245","         12984469892.15","     418900"
"INFY","EQ","25-Apr-2022","       1585.45","       1572.80","       1572.80","       1554.10","       1564.90","       1561.10","       1561.35","    7000570","         10930323719.85","     394157"
"INFY","EQ","26-Apr-2022","       1561.10","       1577.20","       1592.00","       1566.55","       1576.00","       1581.00","       1582.67","    5345435","          8460056311.05","     181573"
"INFY","EQ","27-Apr-2022","       1581.00","       1572.75","       1572.75","       1550.35","       1556.35","       1552.80","       1557.11","    8819356","         13732718003.55","     296887"
"INFY","EQ","28-Apr-2022","       1552.80","       1570.00","       1601.80","       1557.45","       1581.00","       1582.60","       1581.64","    9245177","         14622527486.50","     234468"
"INFY","EQ","29-Apr-2022","       1582.60","       1590.00","       1597.30","       1560.80","       1568.00","       1567.55","       1576.89","    9831395","         15502990987.65","     263325"
"INFY","EQ","02-May-2022","       1567.55","       1550.90","       1552.75","       1531.00","       1544.95","       1541.00","       1538.24","    7072627","         10879371919.35","     301415"
"INFY","EQ","04-May-2022","       1541.00","       1547.25","       1570.00","       1530.15","       1536.70","       1535.55","       1548.21","    6220959","          9631379024.50","     234262"
"INFY","EQ","05-May-2022","       1535.55","       1560.05","       1589.40","       1557.45","       1586.00","       1585.15","       1581.05","    6144870","          9715361525.55","     217185"
"INFY","EQ","06-May-2022","       1585.15","       1550.00","       1561.85","       1535.05","       1545.00","       1542.85","       1543.57","    6171472","          9526090604.90","     257203"
"INFY","EQ","09-May-2022","       1542.85","       1540.00","       1586.80","       1522.15","       1573.15","       1570.35","       1565.89","    6832202","         10698465306.75","     265549"
"INFY","EQ","10-May-2022","       1570.35","       1558.00","       1569.15","       1546.05","       1551.00","       1553.00","       1558.97","    6212545","          9685176738.30","     214384"
"INFY","EQ","11-May-2022","       1553.00","       1549.95","       1549.95","       1511.60","       1531.00","       1526.75","       1525.18","    7846080","         11966677214.05","     291699"
"INFY","EQ","12-May-2022","       1526.75","       1514.00","       1527.50","       1504.30","       1509.70","       1508.80","       1514.29","    7034979","         10653003624.85","     242670"
"INFY","EQ","13-May-2022","       1508.80","       1519.30","       1529.25","       1498.10","       1501.90","       1504.40","       1516.02","    6723761","         10193367339.60","     203286"
"INFY","EQ","16-May-2022","       1504.40","       1510.00","       1511.85","       1478.65","       1492.90","       1489.10","       1491.82","    6145331","          9167743366.55","     253982"
"INFY","EQ","17-May-2022","       1489.10","       1494.90","       1525.00","       1480.90","       1521.00","       1518.45","       1508.46","    6516378","          9829715300.65","     228982"
"INFY","EQ","18-May-2022","       1518.45","       1522.00","       1549.70","       1505.30","       1514.55","       1509.20","       1525.79","    6594126","         10061219715.75","     200417"
"INFY","EQ","19-May-2022","       1509.20","       1481.00","       1484.70","       1417.65","       1431.00","       1427.15","       1437.53","   16561140","         23807174900.00","     659166"
"INFY","EQ","20-May-2022","       1427.15","       1453.00","       1466.75","       1446.70","       1459.00","       1455.15","       1456.73","   10488908","         15279529309.85","     266730"
"INFY","EQ","23-May-2022","       1455.15","       1455.10","       1488.00","       1450.05","       1469.55","       1468.40","       1474.06","    5887569","          8678630195.35","     194715"
